,id,listing,district,area,address,xiaoqu,sqm,room,lvgroom,year,renovation,floor,direction,price,lat,lng,postal,station_1,station_2,dist_1,dist_2
7565,shbsz000026508,"逸仙小区(吉浦路615弄),主卧朝南,繁华地段,采光充足,简约风格",宝山,高境,吉浦路615弄,逸仙小区(吉浦路615弄),63,2,1.0,1996.0,2.0,high,S,4500,31.31830900000001,121.49179,,七宝,中春路,1400.0,7200.0
7566,shsjz000009795,"五洲云景花苑,客厅朝南,一梯两户,繁华地段,采光充足",松江,北九亭,涞坊路599弄,五洲云景花苑,133,4,2.0,2007.0,3.0,high,S,7000,31.151547,121.311784,201101.0,昌平路,静安寺,800.0,900.0
7567,shsjz000009805,"维罗纳贵都,小户型,价格可谈,欧式风格,全南户型",松江,松江大学城,荣乐西路266弄,维罗纳贵都,32,1,1.0,2008.0,3.0,low,N,2400,31.016299600000004,121.2051047,,岚皋路,镇坪路,1000.0,1200.0
7568,shsjz000009808,"青春驿站,南北通透,小区中心位置,采光充足,黄金楼层",松江,南九亭,九新公路33弄,青春驿站,42,1,1.0,2007.0,3.0,high,S,3500,31.134755,121.316995,201615.0,莲花路,锦江乐园,1900.0,2100.0
7569,shbsz000026565,"文华苑(1期),主卧朝南,小区中心位置,采光充足,房型正气",宝山,大华,大华路901弄,文华苑(1期),75,2,1.0,1997.0,2.0,middle,S,5200,31.27611379999999,121.4148179,,锦江乐园,莲花路,1800.0,3000.0
7570,shbsz000026573,"宝山八村,主卧朝南,采光充足,中式风格,得房率高",宝山,淞宝,宝山八村,宝山八村,100,3,2.0,1998.0,1.0,middle,NS,4800,31.395112,121.492434,,春申路,莘庄,900.0,4600.0
7571,shbsz000026584,"丰翔新城酒店公寓,景观房,一梯两户,繁华地段,采光充足",宝山,上大,城银路555弄,丰翔新城酒店公寓,68,2,2.0,2010.0,3.0,middle,S,3000,31.314769,121.348954,,隆德路,武宁路,1400.0,2700.0
7572,shsjz000009832,"绿庭尚城,全南户型,一梯两户,繁华地段,房型正气",松江,北九亭,涞寅路658弄,绿庭尚城,95,2,2.0,2008.0,3.0,high,S,5200,31.147771,121.31481200000002,201101.0,锦江乐园,莲花路,2400.0,4400.0
7573,shbsz000026601,"宝宸共和家园(三泉路1858弄),大两房,一梯两户,繁华地段,得房率高",宝山,共康,三泉路1858弄,宝宸共和家园(三泉路1858弄),93,2,2.0,2008.0,2.0,low,S,6500,31.3307868,121.4370246,200443.0,徐泾东,徐泾东,4300.0,4800.0
7575,shbsz000026661,"大黄馨园,主卧朝南,一梯两户,小区入口附近,采光充足",宝山,顾村,水产西路489弄,大黄馨园,128,3,2.0,2007.0,2.0,middle,NS,4700,31.3583351,121.4224274,,锦江乐园,莲花路,1600.0,2700.0
7576,shbsz000026730,"万科四季花城(镇泰路211弄),主卧朝南,一梯两户,小区中心位置,得房率高",宝山,杨行,镇泰路211弄,万科四季花城(镇泰路211弄),84,3,1.0,2009.0,2.0,low,NS,4500,31.382636,121.442295,,江月路,沈杜公路,3300.0,3400.0
7577,shbsz000026760,"高境一村,主卧朝南,小区中心位置,配套成熟,靠近地铁口",宝山,高境,高境一村,高境一村,43,1,1.0,1995.0,2.0,high,E,3000,31.320575,121.478283,,上海西站,李子园,1100.0,1600.0
7578,shbsz000026764,"宝山九村,南北通透,一梯两户,小区中心位置,采光充足",宝山,淞宝,宝山九村,宝山九村,87,2,2.0,1998.0,2.0,low,NS,4500,31.39885300000001,121.496858,,上海西站,李子园,700.0,1700.0
7579,shbsz000026769,"康桥水都(水产路2600弄),南北通透,位置安静,采光充足,得房率高",宝山,杨行,水产路2600弄,康桥水都(水产路2600弄),100,2,1.0,2005.0,3.0,high,S,4800,31.362234,121.443204,,静安寺,江苏路,800.0,1000.0
7580,shsjz000009932,"紫金花园,带飘窗,小区中心位置,采光充足,房型正气",松江,南九亭,沪亭南路208弄,紫金花园,106,2,2.0,2006.0,3.0,middle,NS,5500,31.124465,121.3302289,,新村路,岚皋路,400.0,1900.0
7581,shbsz000026809,"宝钢二村,主卧朝南,大平层,繁华地段,房型正气",宝山,淞宝,宝钢二村,宝钢二村,65,3,1.0,1992.0,2.0,middle,S,3800,31.40964199999999,121.489648,,南京西路,新闸路,800.0,1500.0
7582,shsjz000009942,"嘉和阳光城,南北通透,法式小高层,小区入口附近,得房率高",松江,南九亭,九新公路58弄,嘉和阳光城,52,2,1.0,2006.0,2.0,middle,NS,3500,31.133699100000005,121.3170988,201615.0,莘庄,莲花路,2900.0,4000.0
7583,shbsz000026820,"通河二村,主卧朝南,小区中心位置,采光充足,中式风格",宝山,通河,通河二村,通河二村,56,2,1.0,1996.0,2.0,middle,S,3800,31.334845,121.450779,200439.0,春申路,银都路,4000.0,4200.0
7584,shsjz000009949,"绿庭尚城,主卧朝南,独立电梯,小区入口附近,采光充足",松江,北九亭,涞寅路658弄,绿庭尚城,123,3,2.0,2011.0,3.0,low,NS,7000,31.147771,121.31481200000002,201101.0,莘庄,莲花路,6000.0,6100.0
7585,shbsz000026834,"杨泰二村,全南户型,小区中心位置,产证在手,带家具家电",宝山,杨行,杨泰二村,杨泰二村,74,2,1.0,1994.0,3.0,high,S,4100,31.367699,121.43983500000002,,金平路,东川路,400.0,800.0
7586,shsjz000009956,"亭汇花园,主卧朝南,下沉式花园,非底楼房,地中海风格",松江,北九亭,沪松公路1480弄,亭汇花园,126,3,2.0,2004.0,3.0,high,S,6200,31.136762,121.3164461,201615.0,昌平路,汉中路,1000.0,1100.0
7588,shbsz000026869,"天馨花园,小户型,一梯两户,靠近地铁口,视野好",宝山,顾村,蕰川路1498弄,天馨花园,98,2,2.0,2007.0,3.0,low,NS,5000,31.360866,121.429127,,静安寺,昌平路,300.0,1500.0
7589,shsjz000009976,"富顿街区,两房朝南,一梯两户,小区入口附近,业主急售",松江,南九亭,九亭大街851弄,富顿街区,93,3,2.0,2010.0,3.0,middle,S,5600,31.126284,121.319421,,静安寺,昌平路,500.0,1300.0
7590,shjsz000003324,"石化临潮二村,主卧朝南,底楼房,采光充足,得房率高",金山,金山,临潮二村,石化临潮二村,56,2,1.0,1989.0,2.0,low,S,1200,30.717976,121.350093,200540.0,新村路,上海西站,1000.0,1300.0
7591,shbsz000026961,"宝宸共和家园(三泉路1858弄),大两房,一梯两户,繁华地段,得房率高",宝山,共康,三泉路1858弄,宝宸共和家园(三泉路1858弄),104,2,2.0,2008.0,3.0,middle,S,6200,31.3307868,121.4370246,200443.0,莘庄,莲花路,4200.0,4600.0
7592,shbsz000026990,"共康五村,主卧朝南,一梯两户,近商圈,拎包入住",宝山,共康,共康五村,共康五村,72,1,1.0,1994.0,3.0,low,S,5000,31.322419,121.438835,,莘庄,莲花路,6000.0,6100.0
7593,shxvz000021083,"汇贤居,两房朝南,大平层,靠近花园,带中央空调",徐汇,淮海南,乌鲁木齐中路99弄,汇贤居,147,3,2.0,2004.0,4.0,middle,S,25000,31.214857,121.444981,200085.0,长寿路,昌平路,1200.0,1200.0
7594,shxvz000021175,"光华园,大开间,小区中心位置,采光充足,中式风格",徐汇,长桥,老沪闵路790弄,光华园,61,2,1.0,1996.0,2.0,high,S,4800,31.139437,121.430995,200237.0,芦恒路,浦江镇,600.0,5600.0
7595,shxvz000019685,"铭源大楼,小户型,小区中心位置,拎包入住,中式风格",徐汇,龙华,漕溪路167弄,铭源大楼,108,2,1.0,1999.0,3.0,middle,S,10000,31.1746083,121.4357987,200235.0,莘庄,春申路,2000.0,4800.0
7596,shxvz000019709,"楼园(老沪闵路706弄),南北通透,一梯两户,小区中心位置,采光充足",徐汇,南站,老沪闵路706弄,楼园(老沪闵路706弄),89,3,1.0,1995.0,2.0,high,S,4900,31.143877000000003,121.42902,,星中路,莲花路,3000.0,3300.0
7597,shxvz000019776,"园南二村,南北通透,一梯三户,位置安静,得房率高",徐汇,长桥,园南二村,园南二村,58,2,1.0,1991.0,2.0,low,S,4000,31.142388,121.442021,,北桥,东川路,1100.0,5000.0
7598,shxvz000019933,"宏润花园(田东路258弄),全南户型,小区中心位置,现代风格,小区景观位置",徐汇,龙华,田东路258弄,宏润花园(田东路258弄),99,2,2.0,2004.0,3.0,high,S,11000,31.1740932,121.4392452,200235.0,上海西站,新村路,700.0,1300.0
7599,shxvz000019946,"裕华大厦,主卧朝南,繁华地段,房型正气,靠近地铁口",徐汇,淮海南,肇嘉浜路366号,裕华大厦,123,2,2.0,1999.0,2.0,middle,SE,15000,31.202397,121.458001,,昌平路,长寿路,100.0,1300.0
7600,shxvz000019959,"永新世纪,客厅朝南,繁华地段,带车位,两房朝南",徐汇,徐家汇,辛耕路81弄,永新世纪,160,3,2.0,2007.0,4.0,middle,S,27000,31.19349889999999,121.444444,200000.0,银都路,春申路,700.0,2100.0
7601,shxvz000020010,"永新花苑(2期),大两房,繁华地段,黄金楼层,位置安静",徐汇,徐家汇,辛耕路100弄,永新花苑(2期),110,2,2.0,2002.0,3.0,middle,S,15000,31.192937,121.443375,200000.0,江月路,沈杜公路,1000.0,2000.0
7602,shxvz000020119,"万科华尔兹,南北通透,一梯两户,小区中心位置,采光充足",徐汇,田林,漕宝路77弄,万科华尔兹,96,2,2.0,2001.0,3.0,middle,S,10000,31.168111,121.4283871,200235.0,锦江乐园,莲花路,1900.0,2100.0
7603,shxvz000020243,"南天大楼,主卧朝南,繁华地段,大两房,近商圈",徐汇,徐家汇,天钥桥路191弄,南天大楼,66,2,1.0,1994.0,3.0,low,SW,7500,31.1909872,121.4429738,200000.0,银都路,莘庄,3400.0,6900.0
7604,shxvz000020272,"书香逸居,主卧朝南,带采光天井,小区中心位置,带露台",徐汇,长桥,上中路51弄,书香逸居,97,2,2.0,2007.0,3.0,low,S,8500,31.136471000000004,121.434265,,祁连山南路,真北路,1200.0,2400.0
7605,shxvz000020315,"斜土路1358弄,一门关,繁华地段,得房率高,厨卫朝北",徐汇,大木桥,斜土路1358弄,斜土路1358弄,15,1,0.0,1983.0,2.0,low,S,3200,31.197883,121.462706,,北桥,东川路,1500.0,4600.0
7606,shxvz000019087,"爱乐大厦,小户型,近商圈,配套成熟,靠近地铁口",徐汇,万体馆,零陵路631号,爱乐大厦,87,2,1.0,1993.0,1.0,high,S,8500,31.187715,121.446751,200000.0,金平路,东川路,1300.0,1500.0
7607,shxvz000020331,"天际花园(2期),主卧朝南,顶楼房,采光充足,大开间",徐汇,徐家汇,南丹东路99弄,天际花园(2期),152,3,2.0,2001.0,3.0,high,S,15000,31.1907534,121.4446972,200000.0,昌平路,南京西路,800.0,1300.0
7608,shxvz000020347,"宏润花园(田东路258弄),主卧朝南,房型正气,客厅朝南,配套成熟",徐汇,龙华,田东路258弄,宏润花园(田东路258弄),134,3,2.0,2004.0,3.0,low,NS,15000,31.1740932,121.4392452,200235.0,合川路,星中路,1200.0,1800.0
7609,shxvz000020417,"东荡小区(老沪闵路150弄),两房朝南,一梯两户,小区中心位置,拎包入住",徐汇,南站,老沪闵路150弄,东荡小区(老沪闵路150弄),87,3,1.0,1994.0,2.0,high,S,6200,31.1497338,121.4277242,,静安寺,昌平路,900.0,1300.0
7610,shxvz000020433,"永太小区,主卧朝南,位置安静,房型正气,中式风格",徐汇,淮海南,永嘉路356弄,永太小区,37,1,1.0,1986.0,2.0,middle,S,5500,31.20922,121.45651,200031.0,大渡河路,金沙江路,1300.0,2600.0
7611,shxvz000020443,"日晖新城,主卧朝南,独立电梯,小区中心位置,带露台",徐汇,大木桥,零陵北路9弄,日晖新城,60,1,1.0,2003.0,2.0,low,E,6300,31.19637809999999,121.4649494,200032.0,紫藤路,星中路,1500.0,1900.0
7612,shxvz000020472,"亦园,主卧朝南,采光充足,客厅带阳台,得房率高",徐汇,淮海南,安福路168号,亦园,253,4,2.0,1999.0,3.0,middle,NS,55000,31.214166,121.444322,200085.0,锦江乐园,莲花路,4500.0,6600.0
7613,shxvz000020492,"汇贤居,主卧朝南,繁华地段,房型正气,南北通透",徐汇,淮海南,乌鲁木齐中路99弄,汇贤居,164,3,2.0,2004.0,3.0,high,NS,30000,31.214857,121.444981,200085.0,合川路,漕河泾开发区,1800.0,1900.0
7614,shxvz000020583,"漕溪四村,主卧朝南,繁华地段,采光充足,南北通透",徐汇,徐汇滨江,漕溪四村,漕溪四村,83,2,1.0,1996.0,2.0,high,NS,6000,31.1707257,121.4402835,200235.0,新村路,岚皋路,400.0,1900.0
7615,shxvz000020755,"中汇花园(徐汇),两房朝南,繁华地段,房型正气,欧式风格",徐汇,淮海南,吴兴路25弄,中汇花园(徐汇),181,3,2.0,1995.0,4.0,high,NS,29000,31.2055897,121.4420035,200085.0,合川路,龙柏新村,1900.0,2800.0
7616,shxvz000020774,"新汇公寓,主卧朝南,一梯三户,采光充足,客厅带阳台",徐汇,大木桥,宛平南路99弄,新汇公寓,140,3,2.0,1999.0,1.0,middle,S,10800,31.195345,121.446679,200000.0,龙柏新村,上海动物园,900.0,1900.0
7617,shxvz000020801,"金巢铂睿阁(金巢睿域),主卧朝南,大平层,靠近花园,带中央空调",徐汇,梅陇,合宝路18号,金巢铂睿阁(金巢睿域),61,1,1.0,2015.0,3.0,middle,E,11000,31.200031,121.464843,200032.0,莘庄,春申路,1900.0,3600.0
7618,shxvz000020840,"文定天下苑,小户型,小区中心位置,得房率高,中式风格",徐汇,万体馆,文定路288弄,文定天下苑,60,1,1.0,2002.0,3.0,middle,S,8000,31.184324,121.431509,200000.0,合川路,星中路,1200.0,2100.0
7619,shxvz000020844,"华龙新苑(云锦路50弄),两房朝南,小区中心位置,拎包入住,靠近地铁口",徐汇,徐汇滨江,云锦路50弄,华龙新苑(云锦路50弄),67,2,1.0,1995.0,3.0,low,S,5500,31.17436799999999,121.456068,,合川路,星中路,1200.0,2100.0
7620,shxvz000020846,"嘉善公寓,繁华地段,采光充足,现代风格,房型正气",徐汇,淮海南,嘉善路251弄,嘉善公寓,172,3,2.0,1999.0,4.0,low,S,36000,31.207798,121.460033,,长寿路,镇坪路,1000.0,1500.0
7621,shxvz000021027,"茶陵路345弄,小户型,采光充足,卫生间全明,拎包入住",徐汇,大木桥,茶陵路345弄,茶陵路345弄,26,1,1.0,1991.0,2.0,low,N,3000,31.196603000000003,121.462524,200032.0,宋园路,桂林路,1400.0,2500.0
7622,shpdz000067261,"梅园四街坊(张杨路951弄),主卧朝南,小区中心位置,采光充足,中式风格",浦东,梅园,张杨路951弄,梅园四街坊(张杨路951弄),52,2,1.0,1988.0,2.0,high,S,5200,31.2304897,121.5264037,200085.0,昌平路,长寿路,100.0,1300.0
7623,shzbz000012726,"新梅共和城,带飘窗,小区中心位置,采光充足,中式风格",闸北,大宁绿地,广中西路99弄,新梅共和城,137,3,2.0,2002.0,4.0,middle,NS,16000,31.279587,121.449298,200085.0,莲花路,莘庄,4800.0,4900.0
7624,shbsz000024186,"双城路2弄,主卧朝南,带采光天井,小区中心位置,采光充足",宝山,淞宝,双城路2弄,双城路2弄,160,4,2.0,1999.0,3.0,low,S,7000,31.39382599999999,121.506046,,长寿路,昌平路,1000.0,1100.0
7625,shxvz000014633,"海天公寓,近商圈,采光充足,现代风格,位置安静",徐汇,徐家汇,天钥桥路180弄,海天公寓,67,2,1.0,1989.0,3.0,low,SW,7200,31.1915262,121.4421592,200000.0,春申路,银都路,3000.0,3100.0
7626,shxvz000020521,"月季园,一梯两户,小区中心位置,采光充足,位置安静",徐汇,康健,桂平路67弄,月季园,20,1,1.0,1991.0,2.0,low,NS,2000,31.149901,121.410252,200233.0,昌平路,南京西路,800.0,1300.0
7627,shhkz000015886,"中山北一路140弄,两房朝南,位置安静,得房率高,南北通透",虹口,四川北路,中山北一路140弄,中山北一路140弄,51,2,0.0,1985.0,1.0,low,S,7500,31.272236,121.477059,,锦江乐园,莲花路,3000.0,3400.0
7628,shcnz000006625,"嘉年华庭(黄金城道258弄),1室2厅,13000元/月",长宁,古北,黄金城道258弄,嘉年华庭(黄金城道258弄),90,1,2.0,2005.0,2.0,high,S,13000,31.193809,121.408143,200336.0,合川路,星中路,400.0,1500.0
7630,shxvz000014540,"瑞嘉公寓,2室2厅,13500元/月",徐汇,大木桥,肇嘉浜路99弄,瑞嘉公寓,108,2,2.0,2003.0,3.0,middle,S,13500,31.203361,121.465135,,李子园,上海西站,1500.0,2500.0
7631,shpdz000072391,"上南玲珑苑,主卧朝南,小区中心位置,黄金楼层,中式风格",浦东,三林,上南路3881弄,上南玲珑苑,61,2,1.0,1999.0,2.0,middle,S,2500,31.150827000000003,121.507293,,春申路,莘庄,2000.0,3300.0
7633,shsjz000009652,"华亭新家(百合苑),南北通透,带阁楼,小区景观位置,房型正气",松江,松江老城,乐都西路1629弄,华亭新家(百合苑),75,2,1.0,2006.0,1.0,high,NS,2000,31.012642,121.188572,,莘庄,莲花路,5300.0,5500.0
7634,shmhz000030077,"罗阳七村(罗阳路800弄),小户型,一梯三户,小区中心位置,采光充足",闵行,梅陇罗阳,罗阳路800弄,罗阳七村(罗阳路800弄),20,1,0.0,1997.0,2.0,low,S,2400,31.124801,121.399716,,锦江乐园,莲花路,2200.0,4300.0
7636,shjaz000008443,"静安别墅,大两房,小区中心位置,房型正气,现代风格",静安,昌平,南京西路1025弄,静安别墅,90,2,1.0,1932.0,3.0,low,S,15000,31.228712,121.457679,200085.0,隆德路,曹杨路,600.0,900.0
7637,shmhz000030525,"南郊别墅,主卧朝南,带采光天井,小区中心位置,采光充足",闵行,马桥,中春路3455弄,南郊别墅,124,3,2.0,2005.0,3.0,middle,S,3000,31.0879414,121.3757168,,莲花路,锦江乐园,1100.0,2200.0
7638,shptz000018976,"车站新村(普陀),主卧朝南,带采光天井,位置安静,采光充足",普陀,真如,车站新村,车站新村(普陀),55,1,1.0,1983.0,3.0,middle,S,3800,31.260562,121.401691,200333.0,徐泾东,徐泾东,3700.0,4200.0
7639,shmhz000030701,"亲水湾(申莘三村),主卧朝南,繁华地段,房型正气,现代风格",闵行,南莘庄,申北路350弄,亲水湾(申莘三村),20,3,1.0,1999.0,2.0,middle,S,1400,31.0896504,121.3803354,,中潭路,镇坪路,700.0,900.0
7640,shptz000019006,"阳光威尼斯(1期-祁连山南路2727弄),小户型,小区中心位置,采光充足,南北通透",普陀,桃浦,祁连山南路2727弄,阳光威尼斯(1期-祁连山南路2727弄),60,1,1.0,2004.0,3.0,low,NS,3800,31.26167,121.372782,200331.0,锦江乐园,莲花路,2600.0,3500.0
7641,shmhz000029185,"瑞丽名邸,主卧朝南,一梯两户,小区中心位置,房型正气",闵行,江川,瑞丽路528弄,瑞丽名邸,91,2,2.0,2012.0,3.0,middle,NS,4300,31.011789,121.406389,,大渡河路,金沙江路,1200.0,2600.0
7642,shptz000019247,"杨家桥小区(2960弄),一门关,大平层,小区中心位置,拎包入住",普陀,万里,真北路2960弄,杨家桥小区(2960弄),35,1,1.0,1997.0,1.0,high,S,3500,31.26824969999999,121.3931973,200331.0,锦江乐园,莲花路,3700.0,5500.0
7644,shmhz000031909,"丽都城,主卧朝南,一梯三户,小区中心位置,拎包入住",闵行,江川,金平路328弄,丽都城,87,1,1.0,2009.0,3.0,middle,NS,1700,31.01093199999999,121.409025,,新村路,岚皋路,1500.0,2100.0
7645,shpdz000069779,"培花久远公寓(芳华路478弄),主卧朝南,小区中心位置,采光充足,现代风格",浦东,北蔡,芳华路478弄,培花久远公寓(芳华路478弄),120,2,1.0,2009.0,3.0,middle,S,6000,31.195863,121.560222,201203.0,锦江乐园,莲花路,2500.0,4200.0
7646,shcnz000010269,"南辉小区(宣化路57弄),主卧朝南,繁华地段,得房率高,小户型",长宁,古北,宣化路57弄,南辉小区(宣化路57弄),36,1,0.0,1995.0,2.0,high,S,4200,31.217654,121.4293722,200085.0,锦江乐园,莲花路,2100.0,3800.0
7649,shpdz000071629,"瀚盛家园,主卧朝南,独立电梯,小区中心位置,带露台",浦东,唐镇,创新西路199弄,瀚盛家园,87,2,2.0,2009.0,3.0,high,NS,3800,31.199175,121.656165,,春申路,莘庄,2500.0,3300.0
7651,shpdz000072007,"海尚乐苑,小区中心位置,采光充足,位置安静,得房率高",浦东,康桥,周邓公路6600弄,海尚乐苑,75,2,1.0,2010.0,2.0,middle,NS,2900,31.115067,121.602903,,春申路,莘庄,2600.0,2900.0
7652,shpdz000072124,"莲溪六村(莲溪路126弄),主卧朝南,采光充足,两房朝南,得房率高",浦东,北蔡,莲溪路126弄,莲溪六村(莲溪路126弄),82,2,1.0,1997.0,1.0,middle,S,3000,31.186854,121.559982,,龙溪路,水城路,1800.0,2400.0
7653,shhkz000020849,"飘鹰花苑,主卧朝南,一梯两户,小区中心位置,采光充足",虹口,临平,周家嘴路1063弄,飘鹰花苑,62,1,2.0,1999.0,3.0,high,S,5800,31.2620505,121.5068087,200085.0,锦江乐园,莲花路,1600.0,2700.0
7655,shcnz000010461,"淞虹苑,主卧朝南,一梯两户,靠近地铁口,拎包入住",长宁,北新泾,淞虹路650弄,淞虹苑,86,2,2.0,2000.0,3.0,high,NS,6800,31.2126744,121.3613925,,莲花路,星中路,2100.0,2600.0
7657,shpdz000066690,"康乐花园(浦东),两房朝南,一梯两户,小区中心位置,房型正气",浦东,塘桥,临沂北路255弄,康乐花园(浦东),110,3,2.0,1998.0,1.0,high,NS,8500,31.203171,121.519241,200085.0,李子园,上海西站,1600.0,2600.0
7658,shpdz000068502,"合欢公寓,卫生间全明,带阁楼,位置安静,房型正气",浦东,川沙,新德路908弄,合欢公寓,129,4,3.0,1999.0,2.0,high,NS,5000,31.195504,121.685873,201201.0,七宝,航中路,1200.0,1500.0
7659,shhpz000006370,"松柏公寓,小户型,繁华地段,拎包入住,靠近地铁口",黄浦,北苏州河,北京东路431弄,松柏公寓,68,2,1.0,1992.0,3.0,middle,NS,8800,31.239885,121.481854,200000.0,龙溪路,水城路,1800.0,2400.0
7660,shpdz000073391,"绿苑别墅,南北通透,独栋别墅,小区中心位置,采光充足",浦东,北蔡,博华路971弄,绿苑别墅,208,7,2.0,1999.0,3.0,low,NS,16000,31.173062,121.550142,,宋园路,漕河泾开发区,2000.0,2000.0
7662,shpdz000074079,"金桂小区(牡丹路258弄),主卧朝南,一梯三户,小区中心位置,带家具家电",浦东,花木,牡丹路258弄,金桂小区(牡丹路258弄),91,3,1.0,1995.0,3.0,low,S,3500,31.207636,121.548651,201203.0,莘庄,莲花路,6000.0,6100.0
7663,shpdz000074113,"绿川新苑(绿林路320弄),主卧朝南,小区中心位置,黄金楼层,中式风格",浦东,北蔡,绿林路320弄,绿川新苑(绿林路320弄),50,1,1.0,1999.0,1.0,high,S,3500,31.16914599999999,121.548065,,七宝,中春路,1400.0,7200.0
7664,shzbz000013435,"宁和小区,主卧朝南,繁华地段,拎包入住,简约风格",闸北,大宁绿地,大宁路540弄,宁和小区,46,1,1.0,1993.0,3.0,low,S,3700,31.273413,121.450473,,银都路,莘庄,2800.0,8600.0
7665,shzbz000013442,"彭新小区(临汾路971弄),主卧朝南,小区中心位置,得房率高,中式风格",闸北,彭浦,临汾路971弄,彭新小区(临汾路971弄),40,2,0.0,1985.0,2.0,high,NS,3100,31.30993299999999,121.446305,,莘庄,莲花路,6000.0,6100.0
7666,shypz000027405,"同济新村,小户型,小区中心位置,得房率高,中式风格",杨浦,鞍山,同济新村,同济新村,54,2,0.0,1989.0,2.0,low,S,5700,31.283771,121.508695,200085.0,莲花路,莘庄,8500.0,8900.0
7667,shypz000027411,"长眉小区,主卧朝南,大平层,小区中心位置,采光充足",杨浦,控江,长阳路1389弄,长眉小区,46,2,1.0,1994.0,2.0,low,S,4300,31.2672,121.529088,200085.0,锦江乐园,莲花路,3000.0,3100.0
7669,shzbz000013642,"柳营路1025弄,主卧朝南,大平层,繁华地段,得房率高",闸北,闸北公园,柳营路1025弄,柳营路1025弄,62,2,1.0,1985.0,3.0,middle,NS,4500,31.26308,121.450843,200085.0,祁连山南路,真北路,2000.0,3700.0
7670,shjdz000020022,"合景理想家,带飘窗,繁华地段,采光充足,现代风格",嘉定,嘉定新城,希望路978弄,合景理想家,52,1,2.0,2014.0,4.0,low,N,3000,31.3379978,121.2608057,,静安寺,昌平路,900.0,1300.0
7671,shjdz000020198,"新城金郡M11(云屏路1520弄),小户型,复式房,繁华地段,拎包入住",嘉定,嘉定新城,云屏路1520弄,新城金郡M11(云屏路1520弄),56,2,2.0,2015.0,3.0,low,S,3300,31.3354415,121.2490412,,祁连山南路,真北路,1900.0,5100.0
7672,shjdz000020261,"桃园公寓(城中路287号),大两房,繁华地段,拎包入住,靠近地铁口",嘉定,嘉定城区,城中路287号,桃园公寓(城中路287号),102,2,1.0,1997.0,3.0,low,N,2800,31.38821230000001,121.2427355,201800.0,李子园,祁连山路,1800.0,3100.0
7674,shbsz000025423,"当代高邸(聚丰园路105弄),景观房,一梯两户,小区中心位置,黄金楼层",宝山,上大,聚丰园路105弄,当代高邸(聚丰园路105弄),104,3,2.0,2004.0,3.0,middle,NS,5850,31.318306,121.385259,,合川路,锦江乐园,2000.0,2300.0
7675,shbsz000025428,"康华苑(3期),主卧朝南,一梯两户,靠近地铁口,采光充足",宝山,大华,华灵路1781弄,康华苑(3期),137,4,2.0,2001.0,3.0,high,NS,9000,31.28144499999999,121.40721299999998,,鲁班路,西藏南路,400.0,2400.0
7677,shsjz000009566,"LOMO(乐莫苑),小户型,loft户型,近商圈,得房率高",松江,松江老城,中山东路70弄,LOMO(乐莫苑),32,2,2.0,2010.0,3.0,middle,N,2500,31.008452,121.251955,201600.0,世纪公园,龙阳路,900.0,1400.0
7678,shbsz000025931,"当代高邸(聚丰园路105弄),复式房,靠近地铁口,得房率高,美式风格",宝山,上大,聚丰园路105弄,当代高邸(聚丰园路105弄),120,3,2.0,2004.0,3.0,high,NS,5500,31.318306,121.385259,,黄陂南路,新天地,100.0,400.0
7680,shsjz000009603,"紫金花园,主卧朝南,小区中心位置,带花园,底楼房",松江,南九亭,沪亭南路208弄,紫金花园,106,2,2.0,2006.0,1.0,low,S,4300,31.124465,121.3302289,,世纪公园,上海科技馆,1000.0,1600.0
7681,shbsz000026109,"铂珏公馆,带飘窗,一梯两户,繁华地段,拎包入住",宝山,罗店,罗迎路800弄,铂珏公馆,17,1,1.0,2014.0,3.0,low,S,2000,31.407696,121.352513,201801.0,塘桥,蓝村路,900.0,1900.0
7682,shbsz000026196,"淞南五村,主卧朝南,小区中心位置,得房率高,黄金楼层",宝山,淞南,淞南五村,淞南五村,52,1,1.0,1998.0,1.0,middle,S,3000,31.338873,121.48376100000002,,御桥,罗山路,6100.0,11900.0
7683,shbsz000026585,"丰翔新城酒店公寓,客厅带阳台,loft户型,近商圈,得房率高",宝山,上大,城银路555弄,丰翔新城酒店公寓,51,1,1.0,2011.0,1.0,high,N,2000,31.314769,121.348954,,源深体育中心,民生路,300.0,1000.0
7684,shbsz000026633,"康桥水都(莲花山路700弄),主卧朝南,繁华地段,采光充足,中式风格",宝山,杨行,莲花山路700弄,康桥水都(莲花山路700弄),21,1,0.0,2007.0,3.0,high,S,1200,31.361444,121.43843400000002,,东靖路,五洲大道,700.0,5900.0
7685,shbsz000026787,"上大聚丰园,南北通透,非底楼房,拎包入住,现代风格",宝山,上大,上大路1288弄,上大聚丰园,94,2,2.0,2003.0,3.0,high,NS,1500,31.310552,121.384133,,佘山,洞泾,9500.0,21400.0
7686,shxvz000020163,"师大新村,主卧朝南,繁华地段,得房率高,田园风格",徐汇,康健,桂林路70弄,师大新村,19,2,1.0,1985.0,2.0,middle,S,2300,31.15992150000001,121.4197619,200233.0,御桥,罗山路,6700.0,12400.0
7687,shxvz000020310,"斜土路1358弄,主卧朝南,小区中心位置,采光充足,中式风格",徐汇,大木桥,斜土路1358弄,斜土路1358弄,30,1,0.0,1983.0,4.0,high,NS,6000,31.197883,121.462706,,浦三路,罗山路,4800.0,6200.0
